1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:24
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:25
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:26
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:27
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:28
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:29
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:30
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:31
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:32
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:33
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:34
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:34
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	10	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	500	11	Sell	0.2	2016-05-09 13:38:40
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:35
1	AAA	111111	100	11	Buy	0.2	2016-05-09 13:38:35
